8.683412e+000,8.889313e+000,8.796794e+000,
5.873335e+000,5.938155e+000,6.143328e+000,
1.357831e+001,1.367207e+001,1.448652e+001,
1.066287e+001,1.111352e+001,1.141593e+001,
1.071894e+001,1.084104e+001,1.141365e+001,
7.566092e+000,7.629650e+000,6.954816e+000,
9.263943e+000,9.105898e+000,9.132794e+000,
1.286479e+001,1.282008e+001,1.315046e+001,
9.871034e+000,9.888476e+000,9.759735e+000,
9.458763e+000,9.955642e+000,1.074408e+001,
1.188304e+001,1.196331e+001,1.243116e+001,
9.416448e+000,9.634237e+000,1.002711e+001,
1.170343e+001,1.218978e+001,1.248669e+001,
9.137684e+000,9.497645e+000,9.821783e+000,
1.328434e+001,1.362029e+001,1.415151e+001,
1.293013e+001,1.306811e+001,1.339259e+001,
1.159741e+001,1.185938e+001,1.261974e+001,
1.091574e+001,1.118073e+001,1.157422e+001,
1.165249e+001,1.202346e+001,1.298181e+001,
1.235122e+001,1.220117e+001,1.245725e+001,
1.122815e+001,1.135503e+001,1.211626e+001,
1.195778e+001,1.193541e+001,1.272928e+001,
1.254505e+001,1.282163e+001,1.307281e+001,
9.846962e+000,9.754802e+000,9.729333e+000,
1.350626e+001,1.384926e+001,1.489297e+001,
9.862317e+000,1.013925e+001,1.006246e+001,
8.288180e+000,8.485972e+000,9.032949e+000,
7.700780e+000,8.082005e+000,7.921205e+000,
9.942757e+000,1.025042e+001,1.065567e+001,
8.616718e+000,8.692937e+000,8.620178e+000,
1.210414e+001,1.257319e+001,1.312267e+001,
9.920612e+000,9.980361e+000,1.059732e+001,
1.319430e+001,1.330922e+001,1.384998e+001,
1.317398e+001,1.341321e+001,1.380985e+001,
1.172978e+001,1.194628e+001,1.247136e+001,
1.239383e+001,1.251077e+001,1.250225e+001,
1.307355e+001,1.317075e+001,1.331319e+001,
1.195181e+001,1.216253e+001,1.265239e+001,
1.355331e+001,1.386596e+001,1.437911e+001,
1.015028e+001,1.003869e+001,9.815778e+000,
9.522580e+000,9.591079e+000,9.917974e+000,
1.195089e+001,1.216219e+001,1.248603e+001,
1.279610e+001,1.290470e+001,1.350613e+001,
1.222869e+001,1.219873e+001,1.247407e+001,
1.207212e+001,1.188563e+001,1.243656e+001,
1.189070e+001,1.201037e+001,1.236510e+001,
9.509264e+000,9.603225e+000,9.501310e+000,
9.715252e+000,1.007753e+001,1.008431e+001,
1.212329e+001,1.264336e+001,1.266104e+001,
1.113159e+001,1.144513e+001,1.177400e+001,
1.344510e+001,1.361998e+001,1.384230e+001,
8.411214e+000,8.478345e+000,8.887750e+000,
1.244926e+001,1.291919e+001,1.317530e+001,
1.118617e+001,1.141187e+001,1.196016e+001,
1.325092e+001,1.356012e+001,1.403817e+001,
1.384473e+001,1.391924e+001,1.436335e+001,
1.288896e+001,1.306324e+001,1.334531e+001,
1.066768e+001,1.104945e+001,1.136183e+001,
1.229999e+001,1.250497e+001,1.266875e+001,
1.177060e+001,1.220847e+001,1.252596e+001,
1.267416e+001,1.270811e+001,1.298029e+001,
1.041889e+001,1.041462e+001,1.105353e+001,
1.171923e+001,1.186683e+001,1.198137e+001,
1.088961e+001,1.128944e+001,1.166651e+001,
1.201713e+001,1.232784e+001,1.284268e+001,
1.243044e+001,1.269521e+001,1.291811e+001,
1.192087e+001,1.230840e+001,1.249639e+001,
1.308591e+001,1.359361e+001,1.415731e+001,
1.109646e+001,1.138555e+001,1.147583e+001,
1.221464e+001,1.236811e+001,1.254684e+001,
7.261598e+000,7.357922e+000,6.981191e+000,
1.303993e+001,1.341401e+001,1.379277e+001,
1.364167e+001,1.373445e+001,1.393640e+001,
1.350180e+001,1.363790e+001,1.427420e+001,
1.064913e+001,1.092689e+001,1.150131e+001,
1.014900e+001,1.023621e+001,1.046370e+001,
1.083086e+001,1.128072e+001,1.148235e+001,
1.412038e+001,1.440890e+001,1.507278e+001,
8.754326e+000,9.052275e+000,9.406444e+000,
1.063269e+001,1.089478e+001,1.155890e+001,
1.373754e+001,1.384212e+001,1.416979e+001,
1.139052e+001,1.127621e+001,1.182029e+001,
1.201879e+001,1.210009e+001,1.304023e+001,
1.287842e+001,1.328788e+001,1.356811e+001,
1.139926e+001,1.190548e+001,1.246521e+001,
1.319269e+001,1.332121e+001,1.400410e+001,
1.153617e+001,1.214352e+001,1.293752e+001,
1.230713e+001,1.296406e+001,1.346212e+001,
9.372741e+000,9.629925e+000,1.006870e+001,
1.095305e+001,1.128092e+001,1.162112e+001,
1.161316e+001,1.201288e+001,1.215947e+001,
1.184571e+001,1.197550e+001,1.212014e+001,
1.279844e+001,1.274746e+001,1.315704e+001,
1.154827e+001,1.157189e+001,1.198089e+001,
1.324107e+001,1.370274e+001,1.378916e+001,
1.132364e+001,1.147063e+001,1.218107e+001,
9.418723e+000,9.411008e+000,9.405926e+000,
9.984505e+000,1.071913e+001,1.054940e+001,
5.514884e+000,5.953187e+000,6.227633e+000,
1.333962e+001,1.373167e+001,1.433469e+001,
